287.25  107.625
292.154083252  106.650344849
297.111816406  106.00151825
301.213043213  108.861549377
301.519104004  113.852172852
301.689453125  118.849273682
301.69342041  123.849273682
301.589569092  128.848190308
301.428375244  133.845596313
301.223114014  138.841384888
300.287139893  143.752990723
295.311889648  144.25
290.373413086  143.468093872
287.064971924  139.719192505
285.920471191  134.85194397
286.098937988  129.855133057
286.717590332  124.893554688
286.875  119.896034241
286.603668213  114.903404236
286.723876953  109.904846191
