0.0  41.25
4.99928188324  41.3347320557
9.99856376648  41.419467926
14.9977664948  41.5087432861
19.9946556091  41.6851043701
24.9915447235  41.8614654541
29.9884338379  42.0378265381
34.9853210449  42.2141876221
39.9832191467  42.3591308594
44.9813461304  42.4960632324
49.9794692993  42.6329994202
54.9773979187  42.7769393921
59.9739723206  42.9619979858
64.9705429077  43.1470565796
69.9578018188  43.5037689209
74.9251022339  44.07472229
79.8923950195  44.6456756592
84.8596878052  45.2166290283
89.8208999634  45.8382453918
94.6419219971  47.1640281677
99.4629516602  48.4898109436
104.417221069  49.1644897461
109.372184753  49.8340797424
114.327148438  50.5036697388
119.287918091  51.1287918091
124.26309967  51.6263084412
129.23828125  52.1238288879
134.222885132  52.5159225464
139.044342041  53.8401298523
142.654083252  57.2998657227
143.721588135  62.1845817566
144.0  67.1768264771
144.0  72.1768264771
144.0  77.1768264771
143.116119385  82.0980758667
141.679580688  86.8872756958
140.78515625  91.8066253662
136.961547852  95.028427124
131.994613647  95.6025161743
126.999771118  95.8295593262
122.004928589  96.0565948486
117.009307861  96.2657623291
112.010437012  96.3721160889
107.011573792  96.478477478
102.012702942  96.5848388672
97.0138320923  96.691192627
92.0141830444  96.75
87.0141830444  96.75
82.0141830444  96.75
77.0141830444  96.75
72.0141830444  96.75
67.0141830444  96.75
62.0143051147  96.7147903442
57.0145606995  96.6642913818
52.0148162842  96.61378479
47.0150680542  96.5632858276
42.0153236389  96.5127792358
37.0165557861  96.4017486572
32.0182876587  96.2702178955
27.0200176239  96.1386871338
22.0217494965  96.0071487427
17.0217533112  96.0
12.0217533112  96.0
7.02175378799  96.0
2.02175378799  96.0
-0.229614362121  91.5355453491
-0.206783562899  86.5355987549
-0.183952748775  81.5356521606
-0.161121934652  76.5357055664
-0.138291120529  71.5357589722
-0.115460306406  66.5358047485
-0.0926294997334  61.5358581543
-0.0697986856103  56.5359115601
-0.0469678714871  51.5359649658
-0.0241370592266  46.5360145569
-0.00130624719895  41.5360679626
