348.0 305.0
348.167535348 308.490519294
347.075115858 312.063446196
344.016429739 314.208831261
340.823083102 316.148103058
337.070982363 316.211575546
333.983045753 314.157733267
331.904465855 311.621515196
330.96420999 308.807579144
329.862519247 306.35790537
329.862519247 303.64209463
330.96420999 301.192420856
332.412427034 298.930277737
334.485165034 296.986983392
337.236141054 295.78159344
340.332112128 295.790697474
343.332744542 296.837626837
345.891405094 298.857872873
347.221718107 301.834180175
348.0 305.0
