352.0 303.0
352.187258626 307.870492038
352.007244042 313.90227565
348.528752044 319.115454707
342.602852884 321.176254986
336.4103476 322.18425149
330.970330069 319.026033216
327.840776426 314.03585866
325.907235921 309.544276654
325.917074033 305.016283731
325.917074033 300.983716269
326.786709672 296.931670739
328.856698783 293.067727206
332.677535623 290.866003422
336.905823672 289.795255468
341.314054076 289.91309641
345.930748293 290.861086065
350.034392768 293.633256131
352.187258626 298.129507962
352.0 303.0
