343.0 304.0
343.201994829 305.785847081
343.129413311 307.992382632
341.965374146 310.069456967
339.779769782 311.028151928
337.483879091 310.228653081
335.790675164 309.036753297
334.952232928 307.310757598
334.921841871 305.665815876
334.794325764 304.534932418
334.794325764 303.465067582
335.801315622 302.810131517
336.137475678 301.976759246
337.096185295 301.939510015
337.814196473 301.757684891
338.552342346 301.818849402
340.051055593 300.860625707
340.761991783 301.850255506
342.019723277 302.620027256
343.0 304.0
