353.0 303.0
353.187258626 307.870492038
352.020818405 313.134509759
349.528752044 319.115454707
343.848338371 322.145655252
337.4103476 322.18425149
331.468210788 320.170749875
326.978252104 316.059099414
325.807893732 310.139210896
324.944351427 305.345472912
325.93071273 300.819121679
326.907235921 296.455723346
328.840776426 291.96414134
333.275840199 289.950230095
337.823244327 288.798670975
342.559539564 288.943696144
347.067485332 290.651794446
350.639822514 293.940362488
352.004987073 298.535382298
353.0 303.0
