350.0 304.0
350.059169832 308.139918232
349.047967132 312.598977978
346.067485332 316.348205554
341.559539564 318.056303856
336.823244327 318.201329025
332.677535623 316.133996578
329.87262114 312.828686928
328.98539405 308.878460779
328.876157944 305.52249996
328.876157944 302.47750004
328.98539405 299.121539221
330.888543498 296.274898938
333.983045753 294.842266733
337.070982363 292.788424454
340.823083102 292.851896942
344.016429739 294.791168739
347.075115858 296.936553804
349.11335259 300.184781237
350.0 304.0
