295  50
302  42
316  35
324  25
352  23
382  23
413  23
445  23
458  24
471  29
482  33
494  44
493  51
489  56
487  61
479  63
451  62
419  63
392  63
358  62
333  62
316  61
306  61
297  62
294  61
292  55
