352.0 303.0
352.187258626 307.870492038
351.020818405 313.134509759
348.118540925 318.487579848
342.602852884 321.176254986
336.492926945 321.187666997
331.372025493 318.11025989
327.840776426 314.03585866
326.786709672 309.068329261
326.903435337 304.851689141
326.903435337 301.148310859
327.886051861 297.52660498
329.703300748 293.987382094
332.978807192 291.552833417
336.905823672 289.795255468
341.314054076 289.91309641
345.247063095 291.907544163
349.047967132 294.401022022
351.004987073 298.535382298
352.0 303.0
