349.0 304.0
349.059169832 308.139918232
347.45611175 312.138318443
344.247063095 315.092455837
340.314054076 317.08690359
335.988403018 316.208160039
332.581350329 314.073506593
330.396504677 311.173308129
329.96420999 307.807579144
329.84888055 305.19331078
329.84888055 302.80668922
329.96420999 300.192420856
331.920388213 298.48207067
333.886860459 296.902756718
336.236141054 294.78159344
339.332112128 294.790697474
342.332744542 295.837626837
346.075115858 296.936553804
348.11335259 300.184781237
349.0 304.0
