346.0 305.0
346.039446554 307.759945488
345.102264585 310.527914414
343.332744542 313.162373163
340.332112128 314.209302526
337.236141054 314.21840656
334.886860459 312.097243282
332.920388213 310.51792933
331.843683742 308.331631751
331.835241854 306.028716189
331.835241854 303.971283811
332.283420617 301.906341945
333.93631057 300.585656536
335.288555884 298.818530045
337.401299745 297.774762426
339.779769782 297.971848072
341.965374146 298.930543033
344.115838948 300.239851477
345.093629313 302.564753981
346.0 305.0
