351.0 303.0
351.004987073 307.464617702
350.034392768 312.366743869
347.845066846 318.068996609
342.357367397 320.20685472
336.575506291 320.191082504
331.773720918 317.194486563
328.68737839 313.116203772
327.886051861 308.47339502
326.903435337 304.851689141
326.903435337 301.148310859
328.545657175 297.883565525
330.549902712 294.907036983
333.079231048 291.781776748
336.988403018 290.791839961
341.068568589 290.882496676
344.563377897 292.954002261
348.061541495 295.168787913
350.059169832 298.860081768
351.0 303.0
