5  277  49
40  277  49
49  277  58
49  277  485
60  277  494
240  277  494
260  277  479
260  277  112
284  277  60
513  277  60
519  277  67
519  277  497
536  277  501
667  277  501
717  277  464
717  277  86
729  277  59
850  277  59
